,Unnamed: 0.1,Unnamed: 0,sortname,Android,iOS,country,aaa,percapita,code,gdp,population,LandArea,ChildPercentage,GovEduc,WorkingPercentage,EduDuration,percapita_log,population_log,density,ios,index,cs,island,LangCount,EthnicCount,ReliCount,NonReli,Unnamed: 7,OSX,store
107,107,1509,Libya2020,90.28166667,9.3475,Libya,4242.767174,4242.767174,LBY,52320215472,6871287,1759540,27.78477468,,67.68940979,9,3.627751549,6.837038152,0.099014323,0.093822927,107,Libya,0,1,4,1,0,Libya,6.0225,0
108,108,1523,Liechtenstein2020,48.19166667,51.45,Liechtenstein,180227.132,180227.132,LIE,,38137,160,,,,9,5.255822581,4.581357914,0.001818228,0.516350255,108,Liechtenstein,0,1,3,2,0,Liechtenstein,28.38166667,0
109,109,1537,Lithuania2020,76.41916667,23.175,Lithuania,20771.84218,20771.84218,LTU,56546957475,2794885,62620,15.47793052,,63.90408954,11,4.317495922,6.446364098,0.009623056,0.232694351,109,Lithuania,0,1,1,1,16.2,Lithuania,11.70416667,0
110,110,1551,Luxembourg2020,57.38916667,41.92916667,Luxembourg,117181.6466,117181.6466,LUX,73353132794,630419,2574.46,15.55757551,,70.05166316,12,5.068863303,5.799629983,0.001769929,0.422169455,110,Luxembourg,0,3,3,1,26.8,Luxembourg,31.39333333,0
111,111,1565,Macao2020,35.57,63.275,Macao,37473.75326,37473.75326,MAC,,,,,,,,4.573738782,,,0.640143659,111,Macao,1,2,1,3,15.4,,30.23416667,1
112,112,1579,Macedonia North2020,84.535,15.18666667,Macedonia North,5886.461037,5886.461037,MKD,,,,,,,,3.769928046,,,0.152290542,112,Macedonia North,0,5,1,2,0,North-Macedonia,4.921666667,0
113,113,1593,Madagascar2020,79.49083333,8.171666667,Madagascar,469.7663095,469.7663095,MDG,13225591804,27691019,581800,40.06253941,15.33696365,56.83676563,5,2.672805375,7.442338953,0.009030175,0.093217358,113,Madagascar,1,2,6,3,0,Madagascar,8.94,0
114,114,1607,Malawi2020,88.97,5.868333333,Malawi,614.8676047,614.8676047,MWI,12172128470,19129955,94280,42.99205769,11.49765015,54.36639883,8,2.78948736,7.281713971,0.002135118,0.06187723,114,Malawi,0,1,5,5,0,Malawi,8.050833333,0
115,115,1621,Malaysia2020,78.47833333,20.51,Malaysia,10401.7932,10401.7932,MYS,3.37006E+11,32365998,328550,23.44811912,15.44262028,69.36819716,6,4.017149965,7.510089016,0.004386335,0.207196134,115,Malaysia,1,4,3,4,0,Malaysia,13.7175,0
116,116,1635,Maldives2020,72.02916667,27.86916667,Maldives,6924.093847,6924.093847,MDV,3742769967,540542,300,19.59969956,10.50504017,76.80688344,7,3.840425663,5.732830248,0.000240966,0.278975292,116,Maldives,1,1,1,1,0,Maldives,12.6875,0
117,117,1649,Mali2020,88.69833333,8.34,Mali,855.8631881,855.8631881,MLI,17465392779,20250834,1220190,47.00730088,14.46612072,50.51554669,9,2.932911485,7.306442935,0.025409844,0.085945417,117,Mali,0,1,6,1,0,Mali,19.8075,0
118,118,1663,Malta2020,73.40333333,26.23333333,Malta,33770.79012,33770.79012,MLT,14917038504,515332,320,14.37391149,,64.30223104,11,4.528554082,5.712087954,0.000269595,0.263289953,118,Malta,1,2,1,2,0,Malta,21.45,0
119,119,1677,Marshall Islands2020,68.865,30.9225,Marshall Islands,4130.1309,4130.1309,MHL,244462400,59194,180,,16.16671944,,13,3.616068956,4.772285025,0.00131862,0.309883502,119,Marshall Islands,1,2,1,4,54.5,Marshall-Islands,19.46583333,0
120,120,1691,Mauritania2020,89.51083333,10.07,Mauritania,1702.487691,1702.487691,MRT,7915985514,4649660,1030700,39.68509082,9.727089882,57.13704105,9,3.231339,6.66742129,0.086954664,0.101123878,120,Mauritania,0,1,3,1,0,Mauritania,8.101666667,0
121,121,1705,Mauritius2020,89.76,9.745,Mauritius,8586.942672,8586.942672,MUS,10926820603,1265740,2030,16.78474376,16.11787987,70.69512678,11,3.933889137,6.102344848,0.000695966,0.097934777,121,Mauritius,1,3,1,4,0,Mauritius,19.365,0
122,122,1719,Mexico2020,84.30833333,15.375,Mexico,8325.571218,8325.571218,MEX,1.08712E+12,128932753,1943950,25.83526546,,66.54663071,14,3.920466201,8.110363259,0.00649909,0.154238422,122,Mexico,0,1,2,2,0,Mexico,25.14166667,1
123,123,1733,Micronesia Federated States of2020,82.91833333,17.0075,Micronesia Federated States of,3499.863219,3499.863219,FSM,,,,,,,,3.544175143,,,0.170201233,123,Micronesia Federated States of,1,1,5,2,0,Micronesia-republic-Pacific-Ocean,13.40666667,0
124,124,1747,Moldova Republic of2020,84.58833333,14.88,Moldova Republic of,2953.510884,2953.510884,MDA,,,,,,,,3.470485594,,,0.149595349,124,Moldova Republic of,0,4,3,2,0,Moldova,9.97,0
125,125,1761,Monaco2020,34.8625,64.35833333,Monaco,173695.7724,173695.7724,MCO,6816219303,39244,2.027,,,,11,5.239791748,4.593784333,2.24E-05,0.648637299,125,Monaco,0,1,4,2,11.7,Monaco,33.91666667,0
126,126,1775,Mongolia2020,72.96333333,26.72833333,Mongolia,4007.31128,4007.31128,MNG,13312981595,3278292,1557506.803,31.09294785,16.42383003,64.59474299,12,3.602961441,6.515647766,0.16882059,0.268110006,126,Mongolia,0,1,1,1,38.9,Mongolia,7.338333333,0
127,127,1789,Montenegro2020,85.3125,14.48166667,Montenegro,7625.722017,7625.722017,MNE,4780722122,621306,13450,18.04491885,,66.18556012,9,3.882337917,5.793306247,0.009301267,0.145115362,127,Montenegro,0,2,3,2,5.4,Montenegro,5.5875,0
128,128,1803,Morocco2020,81.4375,18.11083333,Morocco,3108.175374,3108.175374,MAR,1.14725E+11,36910558,446300,26.76799268,14.81815052,65.62536304,9,3.492645219,7.567150623,0.005219731,0.181930051,128,Morocco,0,3,4,1,0,Morocco,14.65083333,0
129,129,1817,Mozambique2020,88.02083333,7.4025,Mozambique,448.8438913,448.8438913,MOZ,14028811072,31255435,786380,44.0627878,17.9349308,53.07538673,,2.653061827,7.494925562,0.010791561,0.077575366,129,Mozambique,0,1,1,4,13.9,Mozambique,10.06,0
130,130,1831,Myanmar2020,89.28,10.55583333,Myanmar,1291.748968,1291.748968,MMR,78930257227,54409794,652670,25.48559451,,68.27831751,5,3.1115142,7.73567709,0.00517856,0.10573191,130,Myanmar,0,1,3,2,0,Myanmar,13.78,0
131,131,1845,Namibia2020,88.00666667,11.31333333,Namibia,4215.170141,4215.170141,NAM,10562637376,2540916,823290,36.84124357,24.94137955,59.57290808,7,3.624918128,6.404990479,0.121892273,0.113907907,131,Namibia,0,1,3,5,0,Namibia,12.37583333,0
132,132,1859,Nauru2020,94.72833333,5.189166667,Nauru,12510.36626,12510.36626,NRU,114626625.6,10834,20,,,,14,4.097304738,4.034828916,0.000800986,0.051934513,132,Nauru,1,2,1,3,6.6,Nauru,10.57916667,0
133,133,1873,Nepal2020,92.58916667,7.2075,Nepal,1135.287957,1135.287957,NPL,33433670512,29136808,143350,28.80971382,13.18999958,65.36213919,9,3.055488404,7.464441987,0.002131444,0.072221851,133,Nepal,0,1,6,2,0,Nepal,4.941666667,0
134,134,1887,Netherlands2020,60.63833333,38.88583333,Netherlands,53333.65757,53333.65757,NLD,9.13865E+11,17441500,33670,15.701658,,64.26352061,13,4.727009511,7.241583857,0.000837577,0.390717497,134,Netherlands,0,1,1,4,51,Netherlands,24.33166667,1
135,135,1901,New Caledonia2020,71.94333333,27.44416667,New Caledonia,34006.3252,34006.3252,NCL,9435529927,271960,18280,22.10803578,,68.19382272,0,4.531572474,5.434506629,0.028252233,0.276132981,135,New Caledonia,1,2,4,3,5.8,,28.97416667,0
136,136,1915,New Zealand2020,58.23083333,41.41833333,New Zealand,43972.13057,43972.13057,NZL,2.11735E+11,5090200,263310,19.43068699,,64.20100397,10,4.643187385,6.706734932,0.021903772,0.415641542,136,New Zealand,1,3,5,4,31.1,New-Zealand,25.52416667,0
137,137,1929,Nicaragua2020,90.46166667,9.1075,Nicaragua,1905.255197,1905.255197,NIC,12586941393,6624554,120340,29.5006577,22.81999969,64.8218431,7,3.280181041,6.82115671,0.007818484,0.091469079,137,Nicaragua,0,2,4,3,0,Nicaragua,12.01833333,0
138,138,1943,Niger2020,92.63583333,4.4575,Niger,567.6696968,567.6696968,NER,13741378450,24206636,1266700,49.67195783,13.33253956,47.73194913,,2.754860086,7.383934458,0.022151384,0.045909434,138,Niger,0,1,5,3,0,Niger,6.92,0
139,139,1957,Nigeria2020,85.17583333,7.249166667,Nigeria,2085.474061,2085.474061,NGA,4.32294E+11,206139587,910770,43.48761072,5.131436825,53.77432522,9,3.31941299,8.314161404,0.001914582,0.078432964,139,Nigeria,0,1,4,4,0,Nigeria,8.785833333,0
140,140,1971,Northern Mariana Islands2020,69.79333333,29.9925,Northern Mariana Islands,"20,660",20660,MNP,,57557,460,,,,,4.315151338,4.760105695,0.003457119,0.300568718,140,Northern Mariana Islands,1,3,4,4,0,,29.77666667,0
141,141,1985,Norway2020,44.2675,55.52083333,Norway,66870.73073,66870.73073,NOR,3.62198E+11,5379475,364285,17.25710036,,65.21632224,10,4.825242563,6.730739974,0.028456391,0.556386017,141,Norway,0,1,2,1,0,Norway,27.5625,0
142,142,1999,Oman2020,85.33666667,14.37833333,Oman,12408.89814,12408.89814,OMN,73971391417,5106622,309500,22.48688273,12.2049799,75.00210511,10,4.093768217,6.708133797,0.025554727,0.144194287,142,Oman,0,1,4,3,0,Oman,17.85083333,0
143,143,2013,Pakistan2020,94.62583333,4.53,Pakistan,1167.216496,1167.216496,PAK,3.00306E+11,220892331,770880,34.81956368,,60.83178665,12,3.067523334,8.34418064,0.001512982,0.045685663,143,Pakistan,0,2,4,1,0,Pakistan,3.939166667,0
144,144,2027,Palau2020,78.77916667,20.88333333,Palau,14566.90964,14566.90964,PLW,257700000,18092,460,,,,12,4.163397239,4.257510583,0.010904157,0.209540533,144,Palau,1,2,2,4,11.2,Palau,10.53916667,0
145,145,2041,Panama2020,83.9525,15.75083333,Panama,12269.04588,12269.04588,PAN,53977037000,4314768,74180,26.49477944,10.24318027,64.96642808,11,4.088846186,6.63495755,0.007402986,0.157976998,145,Panama,0,1,3,2,0,Panama,28.03416667,0
146,146,2055,Papua New Guinea2020,94.54416667,4.6425,Papua New Guinea,2639.883175,2639.883175,PNG,24667052023,8947027,452860,35.14601056,,61.28241078,,3.42174919,6.951678796,0.021443885,0.046805686,146,Papua New Guinea,1,2,1,5,0,Papua-New-Guinea,6.434166667,0
147,147,2069,Paraguay2020,94.15666667,5.664166667,Paraguay,4949.74413,4949.74413,PRY,35432178068,7132530,397300,28.89350186,9.843669891,64.29551444,13,3.694670481,6.853243668,0.023541564,0.056743332,147,Paraguay,0,2,1,2,0,Paraguay,9.786666667,0
148,148,2083,Peru2020,90.90416667,8.306666667,Peru,6162.698252,6162.698252,PER,2.01705E+11,32971846,1280000,24.69213894,15.92708969,66.58259799,14,3.789841369,7.518143276,0.01654072,0.083727416,148,Peru,0,1,3,2,5.1,Peru,9.043333333,0
149,149,2097,Philippines2020,83.91666667,15.76416667,Philippines,3298.830062,3298.830062,PHL,3.61751E+11,109581085,298170,30.04267854,14.23373985,64.44567282,13,3.518491575,8.0397356,0.00118011,0.158146417,149,Philippines,1,2,6,2,0,Philippines,11.72666667,0
150,150,2111,Poland2020,94.10333333,5.28,Poland,15764.10583,15764.10583,POL,5.96624E+11,37899070,306130,15.21770602,,66.04284331,10,4.19769689,7.578628564,0.003493925,0.05312762,150,Poland,0,1,1,1,11.8,Poland,5.114166667,0
151,151,2125,Portugal2020,76.93833333,22.8125,Portugal,22413.03984,22413.03984,PRT,2.28539E+11,10297081,91605.6,13.05395692,,64.17377411,12,4.35052014,7.012714171,0.003846516,0.228694831,151,Portugal,0,2,1,1,6.8,Portugal,17.63916667,0
152,152,2139,Puerto Rico2020,59.7925,39.96333333,Puerto Rico,36051.59021,36051.59021,PRI,1.03138E+11,3281538,8870,15.75229486,19.43918037,63.4203505,13,4.556936472,6.51607757,0.001172315,0.400611493,152,Puerto Rico,1,2,2,2,0,,32.09333333,0
153,153,2153,Qatar2020,79.02333333,20.80416667,Qatar,50814.93445,50814.93445,QAT,1.44411E+11,2881060,11490,13.63921455,9.319160461,84.6716461,9,4.705999916,6.459552454,0.001728572,0.208401159,153,Qatar,0,1,2,3,0,Qatar,18.05,0
154,154,2167,Romania2020,81.33,18.155,Romania,12928.58066,12928.58066,ROU,2.49511E+11,19257520,230080,15.52059444,,65.24849058,10,4.11158444,7.28460038,0.005157999,0.182489823,154,Romania,1,1,2,1,0,Romania,6.141666667,0
155,155,2181,Russian Federation2020,74.99583333,24.5275,Russian Federation,10165.50597,10165.50597,RUS,1.48832E+12,144073139,16376870,18.36226182,,66.12880993,11,4.00717172,8.158583022,0.046756727,0.246449744,155,Russian Federation,0,1,1,3,27,Russia,11.81416667,0
156,156,2195,Rwanda2020,83.91666667,8.855833333,Rwanda,797.7054035,797.7054035,RWA,10184345442,12952209,24670,39.47423522,10.78352451,57.40646119,6,2.902386623,7.112343877,0.000826411,0.095457526,156,Rwanda,1,3,2,3,0,Rwanda,11.84083333,0
157,157,2209,Saint Kitts and Nevis2020,77.03833333,22.70083333,Saint Kitts and Nevis,17433.63319,17433.63319,KNA,,,,,,,,4.241412815,,,0.227601995,157,Saint Kitts and Nevis,1,1,2,2,0,Saint-Kitts-and-Nevis,18.725,0
158,158,2223,Saint Lucia2020,85.02666667,14.76666667,Saint Lucia,8804.664206,8804.664206,LCA,,,,,,,,3.94476212,,,0.147972476,158,Saint Lucia,1,1,2,4,5.9,Saint-Lucia,15.72916667,0
159,159,2237,Saint Vincent and the Grenadines2020,85.47416667,14.035,Saint Vincent and the Grenadines,7298.372827,7298.372827,VCT,,,,,,,,3.863285547,,,0.141042283,159,Saint Vincent and the Grenadines,1,1,2,6,7.5,Saint-Vincent-and-the-Grenadines,14.93333333,0
160,160,2251,Samoa2020,92.42166667,7.4775,Samoa,3889.997362,3889.997362,WSM,807147527.6,198410,2780,37.19848398,16.21499062,57.71770137,8,3.590060936,5.297565746,0.006042834,0.074850474,160,Samoa,1,2,1,5,0,Samoa-island-nation-Pacific-Ocean,5.421666667,0
161,161,2265,San Marino2020,67.615,32.07,San Marino,45832.19905,45832.19905,SMR,1544713785,33938,60,,,,10,4.661180171,4.530699042,0.000767124,0.321713397,161,San Marino,0,1,2,1,5.1,San-Marino-republic-Europe,34.20083333,0
162,162,2279,Sao Tome and Principe2020,82.0075,17.14916667,Sao Tome and Principe,2174.047918,2174.047918,STP,472914469.9,219161,960,41.75781054,16.12594032,55.2338713,6,3.337468829,5.340765255,0.001898204,0.172950213,162,Sao Tome and Principe,1,1,3,1,21.2,Sao-Tome-and-Principe,4.65,0
163,163,2293,Saudi Arabia2020,61.4875,38.3925,Saudi Arabia,20110.31532,20110.31532,SAU,7.03368E+11,34813867,2149690,24.69623099,19.05945206,71.80531002,9,4.303440475,7.541752278,0.026021491,0.384386264,163,Saudi Arabia,0,1,2,2,0,Saudi-Arabia,19.59166667,0
164,164,2307,Senegal2020,86.66,12.81583333,Senegal,1457.990727,1457.990727,SEN,24493157583,16743930,192530,42.5915617,22.06278038,54.30029049,11,3.164052532,7.223857426,0.004965241,0.128833636,164,Senegal,0,1,3,1,0,Senegal,17.60833333,0
165,165,2321,Serbia2020,89.34666667,10.20916667,Serbia,7655.695885,7655.695885,SRB,53335016425,6899126,87460,15.36710528,,65.57439303,8,3.884041398,6.83879414,0.005470933,0.102547147,165,Serbia,0,1,1,2,6.3,Serbia,4.598333333,0
166,166,2335,Seychelles2020,87.2225,12.35416667,Seychelles,10766.78669,10766.78669,SYC,1200634489,98462,460,23.7668663,9.168009758,68.16679716,10,4.032126444,4.993273064,0.002024235,0.124066883,166,Seychelles,1,3,1,2,10.1,Seychelles,9.858333333,0
167,167,2349,Sierra Leone2020,80.92833333,6.165,Sierra Leone,474.6920622,474.6920622,SLE,4063289450,7976985,72180,40.34362365,34.24419022,56.72904154,9,2.677325904,6.90183883,0.003912055,0.07078613,167,Sierra Leone,0,1,4,2,0,Sierra-Leone,7.920833333,0
168,168,2363,Singapore2020,64.59333333,34.49583333,Singapore,58114.24535,58114.24535,SGP,3.45296E+11,5685807,718,12.30117829,11.91199303,74.34727748,6,4.764290076,6.75479219,5.48E-05,0.34812921,168,Singapore,1,4,3,4,18.5,Singapore,26.76916667,1
169,169,2377,Slovakia2020,79.50833333,19.64416667,Slovakia,19263.63752,19263.63752,SVK,,,,,,,,4.284760842,,,0.19812074,169,Slovakia,0,1,2,2,13.4,Slovakia,10.96583333,0
170,170,2391,Slovenia2020,82.47333333,17.21666667,Slovenia,25777.39672,25777.39672,SVN,53589609581,2102419,20136.4,15.13643024,,64.12581809,9,4.411255903,6.322719479,0.004139762,0.172702043,170,Slovenia,0,1,1,1,10.2,Slovenia,10.05416667,0
171,171,2405,Solomon Islands2020,91.66833333,7.6825,Solomon Islands,2250.563757,2250.563757,SLB,1545888426,686878,27990,40.03004874,31.88999939,56.29902575,,3.352484249,5.836880239,0.01734625,0.077326981,171,Solomon Islands,1,1,1,5,6.3,Solomon-Islands,7.4025,0
172,172,2419,Somalia2020,93.26666667,6.054166667,Somalia,117.8588709,117.8588709,SOM,6965285325,15893219,627340,46.14990592,4.412380219,50.94795756,,2.0750316,7.201211895,0.016812871,0.060955657,172,Somalia,0,2,1,1,0,Somalia,6.370833333,0
173,173,2433,South Africa2020,84.30083333,15.07083333,South Africa,5094.384038,5094.384038,ZAF,3.35442E+11,59308690,1213090,28.8011251,19.52728081,65.68943607,9,3.707176922,7.773118339,0.008793361,0.151661272,173,South Africa,0,11,3,2,6.7,South-Africa,15.28583333,0
174,174,2447,Spain2020,79.6625,20.05666667,Spain,27408.6349,27408.6349,ESP,1.28148E+12,47363419,499556.645,14.39946737,,65.62292093,10,4.437903251,7.675443054,0.00455665,0.201131511,174,Spain,0,1,1,1,27.5,Spain,19.72166667,1
175,175,2461,Sri Lanka2020,89.425,9.978333333,Sri Lanka,3767.606655,3767.606655,LKA,80969683537,21919000,61860,23.68485044,,65.08229088,11,3.576180811,7.340820756,0.001223944,0.100382281,175,Sri Lanka,1,2,3,4,0,Sri-Lanka,6.804166667,0
176,176,2475,Sudan2020,92,5.796666667,Sudan,1415.243448,1415.243448,SDN,26987563444,43849269,1868000,39.7993672,,56.52651151,8,3.151137914,7.641962368,0.018117921,0.059272641,176,Sudan,0,2,1,4,0,Sudan,9.313333333,0
177,177,2489,Suriname2020,83.09166667,16.63,Suriname,7022.767223,7022.767223,SUR,2884248048,586634,156000,26.66543932,13.94235039,66.19959361,6,3.84657011,5.76836797,0.102407599,0.16676416,177,Suriname,0,1,5,4,7.9,Suriname,7.738333333,0
178,178,2503,Swaziland2020,91.3475,5.4925,Swaziland,3305.774271,3305.774271,SWZ,,,,,,,,3.51940455,,,0.056717266,178,Swaziland,0,2,2,3,0,Eswatini,6.378333333,0
179,179,2517,Sweden2020,49.45333333,50.32333333,Sweden,53574.55264,53574.55264,SWE,5.41487E+11,10353442,407283.532,17.62357954,,62.04761436,10,4.72896666,7.015084797,0.016756799,0.504359737,179,Sweden,0,1,1,1,30,Sweden,24.91666667,1
180,180,2531,Switzerland2020,49.22916667,50.3775,Switzerland,86918.64829,86918.64829,CHE,7.52248E+11,8636561,39516.03,14.95863135,,65.94382747,11,4.93911796,6.936340895,0.001982554,0.50576434,180,Switzerland,0,4,1,4,29.5,Switzerland,32.73083333,1
181,181,2545,Syrian Arab Republic2020,96.01,3.544166667,Syrian Arab Republic,889.8152469,889.8152469,SYR,,17500657,183630,30.7746543,,64.35092326,9,2.949787642,7.243054378,0.004533201,0.035600385,181,Syrian Arab Republic,0,1,3,3,0,Syria,3.163333333,0
182,182,2559,Taiwan Province of China2020,52.9175,46.4025,Taiwan Province of China,"28,306",28306,TWN,,,,,,,,4.451893845,,,0.467201973,182,Taiwan Province of China,1,1,2,2,18.2,Taiwan,14.29916667,1
183,183,2573,Tajikistan2020,89.5575,9.405,Tajikistan,838.4510158,838.4510158,TJK,8133996648,9537642,138790,37.27005985,17.77205086,59.55018246,9,2.923995359,6.979441062,0.006274232,0.095035998,183,Tajikistan,0,1,2,1,0,Tajikistan,4.284166667,0
184,184,2587,Tanzania United Republic of2020,86.01916667,8.001666667,Tanzania United Republic of,29144.45102,29144.45102,TZA,,,,,,,,4.46457078,,,0.085105251,184,Tanzania United Republic of,0,2,2,2,0,Tanzania,13.1425,0
185,185,2601,Thailand2020,73.84083333,25.955,Thailand,7189.047989,7189.047989,THA,4.99682E+11,69799978,510890,16.55249519,12.06492233,70.4897672,9,3.856731789,7.843855292,0.003167174,0.260080999,185,Thailand,0,1,1,1,0,Thailand,15.75833333,1
186,186,2615,Timor-Leste2020,94.9725,4.9025,Timor-Leste,1442.727467,1442.727467,TLS,1902156800,1318442,14870,36.83194976,,58.88497434,9,3.159485219,6.120061359,0.004870758,0.049086358,186,Timor-Leste,1,2,1,1,0,East-Timor,9.644166667,0
187,187,2629,Togo2020,89.5275,6.725833333,Togo,863.1447299,863.1447299,TGO,7574636979,8278737,54390,40.63633478,,56.45864024,10,2.936586486,6.917964139,0.002843915,0.069876368,187,Togo,0,1,7,5,0,Togo,5.516666667,0
188,188,2643,Tonga2020,86.68333333,13.1975,Tonga,4646.106308,4646.106308,TON,488829964.1,105697,720,34.76512607,15.52814007,59.31501017,15,3.667182608,5.02406677,0.002948351,0.132132458,188,Tonga,1,2,1,5,9,Tonga,7.8175,0
189,189,2657,Trinidad and Tobago2020,81.11,18.39666667,Trinidad and Tobago,15285.97325,15285.97325,TTO,21392536138,1399491,5130,20.06219417,11.76790047,68.42316619,7,4.184321506,6.14597042,0.001589047,0.184878735,189,Trinidad and Tobago,1,1,4,3,19.5,Trinidad-and-Tobago,18.05333333,0
190,190,2671,Tunisia2020,93.045,6.45,Tunisia,3318.333356,3318.333356,TUN,42514151614,11818618,155360,24.29068066,,66.83637065,9,3.52105087,7.072566732,0.00567176,0.064827378,190,Tunisia,0,1,2,1,0,Tunisia,10.5125,0
191,191,2685,Turkey2020,84.12666667,15.49416667,Turkey,8538.131926,8538.131926,TUR,,,,,,,,3.931413723,,,0.15553139,191,Turkey,0,1,3,2,0,Turkey,7.6725,1
192,192,2699,Turkmenistan2020,93.37,6.394166667,Turkmenistan,7103.921926,7103.921926,TKM,,6031187,469930,30.79178273,27.99839973,64.44019432,12,3.85155931,6.780402866,0.032585188,0.064092819,192,Turkmenistan,0,1,2,1,9,Turkmenistan,2.35,0
193,193,2713,Turks and Caicos Islands2020,56.9,42.9375,Turks and Caicos Islands,23880.54343,23880.54343,TCA,924583000,38718,950,,11.62213039,,13,4.378062391,4.587924132,0.010527389,0.43007387,193,Turks and Caicos Islands,1,1,1,1,0,,23.6775,0
194,194,2727,Tuvalu2020,97.625,2.266666667,Tuvalu,4648.342104,4648.342104,TUV,55054710.62,11792,30,,,,8,3.667391503,4.071624299,0.001103484,0.022691249,194,Tuvalu,1,2,1,1,0,Tuvalu,9.786666667,0
195,195,2741,Uganda2020,79.355,6.684166667,Uganda,846.1164807,846.1164807,UGA,37600368181,45741000,200520,46.01588242,11.25,51.99841796,7,2.927943131,7.660305665,0.001899705,0.077687487,195,Uganda,0,2,6,4,0,Uganda,10.72416667,0
196,196,2755,Ukraine2020,80.68916667,18.8425,Ukraine,3557.477356,3557.477356,UKR,1.56618E+11,44132049,579400,15.99051781,13.08636761,67.06033888,11,3.551264207,7.644754102,0.005664653,0.189311609,196,Ukraine,0,1,2,2,42.5,Ukraine,11.98583333,0
197,197,2769,United Arab Emirates2020,73.1125,26.64666667,United Arab Emirates,36284.54791,36284.54791,ARE,3.58869E+11,9890400,71020,14.81407935,11.70623016,83.921513,12,4.559733685,6.9952139,0.003107395,0.267109956,197,United Arab Emirates,0,1,6,3,0,United-Arab-Emirates,24.3975,1
198,198,2783,United Kingdom2020,50.09916667,49.65166667,United Kingdom,40718.22181,40718.22181,GBR,2.7569E+12,67081000,241930,17.67727522,,63.66937807,11,4.60979947,7.826599535,0.001563481,0.497756911,198,United Kingdom,1,1,1,1,25.7,United-Kingdom,28.6625,1
199,199,2797,United States2020,40.29583333,59.51166667,United States,63122.59415,63122.59415,USA,2.08937E+13,331501080,9147420,18.37174742,,64.99732686,12,4.800191719,8.520484949,0.011821533,0.596264476,199,United States,0,1,4,2,16,United-States,27.535,1
200,200,2811,Uruguay2020,85.29916667,14.51083333,Uruguay,15438.40139,15438.40139,URY,53560755047,3473727,175020,20.33502892,16.36347961,64.57729875,14,4.188630458,6.540795809,0.021348067,0.145384564,200,Uruguay,0,1,3,4,0,Uruguay,12.27833333,0
201,201,2825,Uzbekistan2020,90.5325,8.766666667,Uzbekistan,1724.187748,1724.187748,UZB,59894305353,34232050,440650,28.80004642,20.53565025,66.41109739,12,3.236836365,7.534432921,0.005554754,0.0882854,201,Uzbekistan,0,1,1,1,18.1,Uzbekistan,4.499166667,0
202,202,2839,Vanuatu2020,85.295,13.69833333,Vanuatu,2783.029644,2783.029644,VUT,896827873.1,307150,12190,38.41019714,5.052800179,57.98108385,,3.444673855,5.487351934,0.016902801,0.138376322,202,Vanuatu,1,3,1,4,23.7,Vanuatu,16.0775,0
203,203,2853,Venezuela Bolivarian Republic of2020,90.11666667,8.653333333,Venezuela Bolivarian Republic of,3740.287361,3740.287361,VEN,,,,,,,,3.573021067,,,0.087610948,203,Venezuela Bolivarian Republic of,0,1,3,1,11.5,Venezuela,7.190833333,0
204,204,2867,Viet Nam2020,62.69,36.23916667,Viet Nam,2785.724225,2785.724225,VNM,,,,,,,,3.445093993,,,0.366314282,204,Viet Nam,0,1,1,1,86.3,Vietnam,11.6375,0
205,205,2881,Virgin Islands British2020,67.90666667,31.865,Virgin Islands British,49357.19308,49357.19308,VGB,,,,,,,,4.693359253,,,0.319379249,205,Virgin Islands British,1,1,4,1,0,,26.425,0
206,206,2895,Virgin Islands U.S2020,49.34083333,50.36666667,Virgin Islands U.S,"39,552.17",39552.17,VIR,,,,,,,,4.597181296,,,0.505144213,206,Virgin Islands U.S,1,1,4,1,0,,26.48083333,0
207,207,2909,Yemen2020,96.21,2.76,Yemen,937.3827451,937.3827451,YEM,,,,,,,,2.972380013,,,0.027887239,207,Yemen,0,1,1,2,0,Yemen,1.841666667,0
208,208,2923,Zambia2020,88.29083333,6.376666667,Zambia,985.1327876,985.1327876,ZMB,18110631358,18383956,743390,44.01738908,12.37802029,53.85058873,7,2.993935399,7.264438996,0.017215742,0.067358562,208,Zambia,0,1,5,2,0,Zambia,8.035,0
209,209,2937,Zimbabwe2020,84.95666667,10.78416667,Zimbabwe,1465.845054,1465.845054,ZWE,18051170799,14862927,386850,41.9111004,,55.0747215,7,3.166384241,7.172104374,0.011159148,0.112639156,209,Zimbabwe,0,1,1,4,10.5,Zimbabwe,11.63916667,0
